ID,texte,titre,categorie,urgence,temps_resolution,type_ticket,nb_mots,text_full
7 582,acquisition d'une ligne belamghari ilham,acquisition d'une ligne belamghari ilham,Utilitaires/Request,Basse,10.27,Demande,5,acquisition d'une ligne belamghari ilham acquisition d'une ligne belamghari ilham
7 473_dup_11,demande accès réseau de partage pv sara tebaa,demande accès réseau de partage pv sara tebaa,Autre,Moyenne,9.2,Demande,8,demande accès réseau de partage pv sara tebaa demande accès réseau de partage pv sara tebaa
7 059,blocage compte sap,blocage compte sap,Compte SAP,Basse,5.825,Incident,3,blocage compte sap blocage compte sap
6 973_dup_21,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 498_dup_3,lenteur reseau wifi depuis salle tanger,lenteur reseau wifi depuis salle tanger,Autre,Moyenne,19.67,Incident,6,lenteur reseau wifi depuis salle tanger lenteur reseau wifi depuis salle tanger
7 479,problème sur all n 11 lcq,problème sur all n 11 lcq,Connexion internet,Basse,6.53,Incident,6,problème sur all n 11 lcq problème sur all n 11 lcq
7 625_dup_4,problèmes techniques sur mon pc ayoub sadkou,problèmes techniques sur mon pc ayoub sadkou,Autre,Moyenne,27.3,Incident,7,problèmes techniques sur mon pc ayoub sadkou problèmes techniques sur mon pc ayoub sadkou
7 094,demande de donner accès ã karima saji modification lecture et écriture aux partages,demande de donner accès ã karima saji modification lecture et écriture aux partages,Accès au partage,Basse,3.48,Demande,13,demande de donner accès ã karima saji modification lecture et écriture aux partages demande de donner accès ã karima saji modification lecture et écriture aux partages
6 995,demande accès au partage securite_pub,demande accès au partage securite_pub,Accès au partage,Basse,7.45,Demande,5,demande accès au partage securite_pub demande accès au partage securite_pub
7 311,demande de créer un nouveau partage stagiaire_supply_indus sur le serveur cazsfsp02 erradi hamza,demande de créer un nouveau partage stagiaire_supply_indus sur le serveur cazsfsp02 erradi hamza,Accès au partage,Basse,1.55,Demande,13,demande de créer un nouveau partage stagiaire_supply_indus sur le serveur cazsfsp02 erradi hamza demande de créer un nouveau partage stagiaire_supply_indus sur le serveur cazsfsp02 erradi hamza
7 669,résolution de l'imprimante zebra résolution de l'imprimante zebra,résolution de l'imprimante zebra,Utilitaires/Incident,Moyenne,5.825,Incident,8,résolution de l'imprimante zebra résolution de l'imprimante zebra résolution de l'imprimante zebra
7 676_dup_9,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir,installation microsoft office 365 via laptop de ghafir el idrissi el bachir,Autre,Moyenne,5.825,Incident,24,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir
7 397,demande d'activer mon nom sur vpn,demande d'activer mon nom sur vpn,VPN,Basse,63.3,Demande,6,demande d'activer mon nom sur vpn demande d'activer mon nom sur vpn
7 310,demande d'affectation d'une ligne téléphonique pour m ismaili mohammed,demande d'affectation d'une ligne téléphonique pour m ismaili mohammed,Utilitaires/Request,Basse,31.33,Demande,9,demande d'affectation d'une ligne téléphonique pour m ismaili mohammed demande d'affectation d'une ligne téléphonique pour m ismaili mohammed
7 089,demande de créer projet allegra_cp_2025,demande de créer projet allegra_cp_2025,Création de projet,Basse,5.825,Demande,5,demande de créer projet allegra_cp_2025 demande de créer projet allegra_cp_2025
7 629,nouvel accès fichier de partage,nouvel accès fichier de partage,Accès au partage,Basse,0.55,Demande,5,nouvel accès fichier de partage nouvel accès fichier de partage
7 514,problème de fichier de partage vide,problème de fichier de partage vide,Accès au partage,Basse,20.0,Incident,6,problème de fichier de partage vide problème de fichier de partage vide
7 142,demande de création d'un compte active directory pour salma el otmani,demande de création d'un compte active directory pour salma el otmani,Création compte AD,Basse,12.28,Demande,11,demande de création d'un compte active directory pour salma el otmani demande de création d'un compte active directory pour salma el otmani
7 264,regule demande d'augmenter la taille du projet locatop_2025 développement,regule demande d'augmenter la taille du projet locatop_2025 développement,Augmentation de taille,Basse,18.1,Demande,9,regule demande d'augmenter la taille du projet locatop_2025 développement regule demande d'augmenter la taille du projet locatop_2025 développement
7 159_dup_40,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
7 256_dup_11,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 630,demande de changement de mot de passe cfao,demande de changement de mot de passe cfao,MDP CFAO,Basse,0.72,Demande,8,demande de changement de mot de passe cfao demande de changement de mot de passe cfao
7 549,problème d'accès au portail ilaykom,problème d'accès au portail ilaykom,Connexion internet,Basse,22.0,Incident,5,problème d'accès au portail ilaykom problème d'accès au portail ilaykom
7 256_dup_18,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 625,problèmes techniques sur mon pc ayoub sadkou,problèmes techniques sur mon pc ayoub sadkou,Autre,Moyenne,27.3,Incident,7,problèmes techniques sur mon pc ayoub sadkou problèmes techniques sur mon pc ayoub sadkou
6 973_dup_12,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 498_dup_1,lenteur reseau wifi depuis salle tanger,lenteur reseau wifi depuis salle tanger,Autre,Moyenne,19.67,Incident,6,lenteur reseau wifi depuis salle tanger lenteur reseau wifi depuis salle tanger
7 256_dup_8,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 653_dup_5,installation microsoft office 365 installation de microsoft office 356 via le pc de mohamed eddahar,installation microsoft office 365,Activation office,Moyenne,5.825,Demande,15,installation microsoft office 365 installation microsoft office 365 installation de microsoft office 356 via le pc de mohamed eddahar
7 159_dup_17,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
7 657_dup_1,installation souris sans fil ã sanaa bakkaddour installation de la souris sans fil via le laptop,installation souris sans fil ã sanaa bakkaddour,Accessoires/Request,Moyenne,5.825,Demande,16,installation souris sans fil ã sanaa bakkaddour installation souris sans fil ã sanaa bakkaddour installation de la souris sans fil via le laptop
7 256_dup_15,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 313,revue périodique du système truscan - mesures de protection de l'audit trail,revue périodique du système truscan - mesures de protection de l'audit trail,Sauvegarde,Basse,9.25,Demande,12,revue périodique du système truscan - mesures de protection de l'audit trail revue périodique du système truscan - mesures de protection de l'audit trail
6 986,demande de création compte ad pour mm abouzid wiam,demande de création compte ad pour mm abouzid wiam,Création compte AD,Basse,10.15,Demande,9,demande de création compte ad pour mm abouzid wiam demande de création compte ad pour mm abouzid wiam
6 977,demande de création compte ad pour tarnoun chaimaa,demande de création compte ad pour tarnoun chaimaa,Création compte AD,Basse,12.32,Demande,8,demande de création compte ad pour tarnoun chaimaa demande de création compte ad pour tarnoun chaimaa
7 072,demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa,demande de changement de bande,Changement de bande,Basse,6.07,Demande,31,demande de changement de bande demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa
7 480_dup_48,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 538,compte ad en double,compte ad en double,Compte AD,Basse,2.0,Demande,4,compte ad en double compte ad en double
7 656_dup_3,demande d'activation section partage validation analytique driss el bekkali,demande d'activation section partage validation analytique driss el bekkali,Autre,Moyenne,5.825,Demande,9,demande d'activation section partage validation analytique driss el bekkali demande d'activation section partage validation analytique driss el bekkali
7 240,partage projets industriels_qualité,partage projets industriels_qualité,Accès au partage,Basse,20.97,Demande,3,partage projets industriels_qualité partage projets industriels_qualité
7 370,demande de donner l'accès lecture et modification au fp cazsfsp02 qualité supply chain 2 ã mohammed ismaili mohammed ismaili maphar ma,demande de donner l'accès lecture et modification au fp cazsfsp02 qualité supply chain 2 ã mohammed ismaili mohammed ismaili maphar ma,Accès au partage,Basse,1.83,Demande,21,demande de donner l'accès lecture et modification au fp cazsfsp02 qualité supply chain 2 ã mohammed ismaili mohammed ismaili maphar ma demande de donner l'accès lecture et modification au fp cazsfsp02 qualité supply chain 2 ã mohammed ismaili mohammed ismaili maphar ma
7 544_dup_3,completer la configuration du nouveau laptop de mohcine ouajji compléter la configuration du nouveau laptop destiné ã m mohcine,completer la configuration du nouveau laptop de mohcine ouajji,Autre,Moyenne,47.45,Incident,19,completer la configuration du nouveau laptop de mohcine ouajji completer la configuration du nouveau laptop de mohcine ouajji compléter la configuration du nouveau laptop destiné ã m mohcine
7 256_dup_25,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
